id,carat,cut,color,clarity,depth,table,x,y,z
10320,0.51,Ideal,G,VS1,62.7,54.0,5.1,5.08,3.19
10321,1.22,Ideal,F,SI2,62.5,56.0,6.85,6.81,4.27
10322,0.3,Premium,E,SI2,61.5,62.0,4.31,4.28,2.64
10323,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13
10324,0.31,Ideal,F,VVS2,61.3,56.0,4.38,4.39,2.69
10325,0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97
10326,0.74,Very Good,E,VS2,61.8,58.0,5.79,5.82,3.59
10327,1.02,Premium,F,VS1,61.9,58.0,6.5,6.45,4.01
10328,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55
10329,1.0,Premium,F,VS2,62.1,58.0,6.45,6.36,3.96
10330,1.53,Ideal,F,SI1,61.5,56.0,7.38,7.42,4.56
10331,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9
10332,0.41,Premium,E,SI2,61.3,59.0,4.85,4.8,2.96
10333,0.57,Ideal,F,SI1,61.6,56.0,5.36,5.33,3.29
10334,1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42
10335,0.5,Premium,G,SI2,58.6,61.0,5.21,5.16,3.04
10336,1.02,Very Good,E,VS1,60.1,59.0,6.48,6.53,3.91
10337,0.9,Premium,J,VS1,62.1,62.0,6.12,6.05,3.78
10338,1.02,Premium,F,SI2,62.5,60.0,6.43,6.36,4.0
10339,1.06,Ideal,F,IF,61.0,57.0,6.55,6.64,4.02
10340,1.12,Premium,F,SI2,61.6,58.0,6.69,6.63,4.1
10341,2.03,Very Good,G,SI1,61.3,59.0,8.08,8.11,4.96
10342,0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17
10343,0.38,Good,E,SI1,58.9,58.0,4.73,4.77,2.8
10344,1.26,Ideal,J,SI1,62.0,56.0,6.93,6.9,4.29
10345,0.7,Very Good,I,VS2,62.8,59.0,5.56,5.61,3.51
10346,0.52,Ideal,E,SI2,62.9,56.0,5.15,5.12,3.23
10347,0.34,Ideal,G,IF,61.3,55.0,4.53,4.57,2.79
10348,1.44,Good,G,VS1,63.6,58.0,7.01,6.96,4.44
10349,1.01,Premium,E,SI1,60.5,62.0,6.5,6.46,3.92
10350,0.33,Very Good,E,VVS1,61.5,57.0,4.44,4.48,2.75
10351,0.56,Premium,E,SI1,61.5,60.0,5.3,5.27,3.25
10352,0.38,Very Good,F,VVS1,61.6,58.0,4.61,4.65,2.85
10353,0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78
10354,0.97,Ideal,J,VS1,61.3,57.0,6.37,6.41,3.92
10355,0.5,Ideal,D,VS2,62.4,55.0,5.1,5.13,3.19
10356,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55
10357,1.15,Ideal,H,VS1,62.7,57.0,6.68,6.64,4.17
10358,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7
10359,1.11,Premium,G,SI1,62.3,58.0,6.61,6.52,4.09
10360,0.9,Premium,E,VS2,62.6,60.0,6.15,6.08,3.83
10361,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22
10362,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61
10363,0.36,Very Good,D,SI1,60.4,58.0,4.6,4.64,2.79
10364,2.02,Very Good,H,SI1,59.3,60.0,8.14,8.21,4.85
10365,1.0,Good,G,VS1,63.6,59.0,6.3,6.34,4.02
10366,0.66,Good,G,VS2,58.1,59.9,5.68,5.72,3.31
10367,1.5,Very Good,I,VS2,59.4,61.0,7.41,7.45,4.41
10368,1.34,Ideal,F,SI1,61.7,55.0,7.07,7.13,4.38
10369,1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01
10370,1.21,Premium,I,SI2,60.7,60.0,6.88,6.82,4.16
10371,0.54,Ideal,F,VVS1,61.8,56.0,5.23,5.26,3.24
10372,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73
10373,1.21,Premium,J,VS2,59.9,59.0,6.92,6.86,4.13
10374,0.43,Premium,E,VS2,61.6,59.0,4.81,4.84,2.97
10375,0.71,Premium,G,IF,62.0,58.0,5.67,5.72,3.53
10376,1.12,Premium,H,VS1,62.1,58.0,6.64,6.6,4.11
10377,0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75
10378,0.53,Very Good,H,SI2,61.4,57.0,5.21,5.25,3.21
10379,0.41,Ideal,H,SI1,61.3,55.0,4.81,4.85,2.96
10380,0.3,Premium,H,SI1,61.2,62.0,4.31,4.28,2.63
10381,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78
10382,0.78,Premium,H,SI2,61.1,59.0,5.91,5.88,3.6
10383,0.34,Ideal,D,VS2,60.8,57.0,4.52,4.5,2.74
10384,1.01,Ideal,F,VS2,61.0,56.0,6.44,6.4,3.94
10385,0.69,Very Good,D,SI1,57.6,62.0,5.83,5.9,3.38
10386,1.53,Very Good,F,VS1,63.2,58.0,7.33,7.3,4.62
10387,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64
10388,0.4,Premium,D,SI2,61.9,58.0,4.71,4.73,2.92
10389,0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79
10390,0.44,Very Good,H,SI1,63.5,57.0,4.85,4.82,3.07
10391,0.45,Very Good,G,VVS1,60.0,57.0,4.99,5.02,3.0
10392,1.22,Premium,F,VS2,62.3,57.0,6.84,6.8,4.25
10393,0.32,Ideal,G,VS1,62.9,57.0,4.4,4.37,2.76
10394,0.35,Ideal,H,IF,60.5,56.0,4.56,4.59,2.77
10395,0.3,Very Good,D,VS1,58.0,62.0,4.44,4.45,2.58
10396,0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54
10397,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75
10398,0.7,Fair,G,VS2,66.5,57.0,5.4,5.46,3.61
10399,0.53,Ideal,F,SI2,63.0,54.0,5.24,5.19,3.29
10400,0.41,Premium,G,VS2,62.4,58.0,4.72,4.76,2.96
10401,0.56,Ideal,G,VVS1,62.0,56.0,5.3,5.28,3.28
10402,1.02,Ideal,F,SI1,60.3,60.0,6.55,6.51,3.94
10403,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23
10404,0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14
10405,1.05,Ideal,D,SI1,60.0,55.0,6.66,6.61,3.98
10406,0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48
10407,0.82,Good,F,VS2,60.9,62.2,5.97,6.04,3.66
10408,1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57
10409,0.8,Ideal,F,VS2,62.0,55.0,5.93,6.0,3.7
10410,1.63,Ideal,D,SI2,59.4,59.0,7.73,7.67,4.57
10411,0.31,Good,H,VS2,63.2,58.0,4.31,4.33,2.73
10412,0.7,Premium,F,SI1,62.1,59.0,5.68,5.72,3.54
10413,0.42,Very Good,G,SI1,61.7,55.0,4.78,4.81,2.96
10414,1.03,Very Good,G,SI2,63.5,56.0,6.37,6.33,4.03
10415,1.0,Good,E,SI2,63.3,55.0,6.25,6.29,3.97
10416,0.8,Premium,F,VS2,62.1,60.0,5.92,5.86,3.66
10417,1.04,Very Good,G,VS2,61.4,63.0,6.55,6.51,4.01
10418,0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8
10419,0.71,Very Good,F,VS1,62.8,56.0,5.69,5.72,3.58
10420,1.04,Ideal,G,VS1,61.5,56.0,6.53,6.57,4.03
10421,0.73,Premium,F,SI1,61.9,60.0,5.81,5.78,3.59
10422,0.71,Very Good,F,VS2,59.6,56.0,5.84,5.88,3.49
10423,1.04,Premium,F,SI1,62.2,60.0,6.48,6.44,4.02
10424,1.13,Ideal,I,SI2,61.4,56.0,6.69,6.71,4.12
10425,0.4,Very Good,D,VS2,60.5,58.0,4.76,4.82,2.9
10426,0.34,Ideal,J,VVS1,62.1,54.2,4.48,4.51,2.79
10427,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88
10428,0.34,Premium,G,VS2,60.3,54.0,4.56,4.53,2.74
10429,1.78,Premium,E,SI2,60.5,59.0,7.89,7.8,4.75
10430,0.9,Ideal,G,SI2,62.4,57.0,6.16,6.13,3.84
10431,0.69,Good,E,VS2,58.7,64.0,5.73,5.79,3.38
10432,0.34,Very Good,G,VVS2,61.4,59.0,4.47,4.52,2.76
10433,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73
10434,0.56,Ideal,D,VS2,62.1,57.0,5.28,5.25,3.27
10435,0.7,Premium,H,VVS2,61.0,57.0,5.76,5.72,3.5
10436,0.33,Ideal,H,VS1,61.8,56.0,4.46,4.41,2.74
10437,0.33,Premium,H,VS2,62.3,58.0,4.41,4.38,2.74
10438,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62
10439,0.92,Good,I,VS1,60.9,63.0,6.27,6.34,3.84
10440,2.01,Very Good,G,SI1,59.1,57.0,8.16,8.23,4.84
10441,0.35,Ideal,F,VS2,60.8,57.0,4.52,4.56,2.76
10442,0.9,Very Good,E,VVS2,62.0,55.0,6.08,6.17,3.8
10443,0.29,Ideal,E,SI1,60.4,54.0,4.32,4.36,2.62
10444,0.83,Very Good,G,SI2,63.3,57.0,5.97,5.91,3.76
10445,0.31,Ideal,G,VS2,62.2,56.0,4.31,4.34,2.69
10446,0.4,Ideal,I,VVS2,61.8,56.0,4.76,4.79,2.95
10447,2.11,Premium,J,VS2,59.9,60.0,8.36,8.41,5.02
10448,1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19
10449,1.51,Very Good,D,SI2,59.7,58.0,7.43,7.48,4.45
10450,0.76,Premium,E,SI1,62.2,59.0,5.86,5.81,3.63
10451,0.31,Ideal,F,VVS1,62.2,53.0,4.35,4.37,2.71
10452,0.42,Ideal,G,VVS2,61.3,56.0,4.82,4.81,2.95
10453,0.76,Ideal,H,SI2,61.7,56.0,5.88,5.86,3.62
10454,1.5,Good,G,VS1,63.8,59.0,7.16,7.22,4.59
10455,0.32,Ideal,F,VS2,62.4,55.0,4.41,4.43,2.76
10456,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26
10457,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2
10458,0.36,Ideal,E,SI1,62.0,57.0,4.53,4.57,2.82
10459,0.82,Premium,E,SI1,62.5,56.0,6.01,5.96,3.74
10460,1.01,Fair,G,VS2,66.8,56.0,6.15,6.09,4.09
10461,0.41,Very Good,F,SI1,63.2,59.0,4.72,4.68,2.97
10462,0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83
10463,0.71,Ideal,I,SI1,62.5,57.0,5.69,5.74,3.57
10464,1.43,Ideal,J,SI1,60.5,58.0,7.25,7.34,4.41
10465,0.73,Ideal,E,SI1,62.2,56.0,5.76,5.79,3.59
10466,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89
10467,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27
10468,0.33,Premium,G,VVS2,60.6,58.0,4.47,4.5,2.72
10469,0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74
10470,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85
10471,2.02,Fair,J,SI2,64.6,55.0,7.93,7.84,5.09
10472,0.3,Fair,E,VVS2,51.0,67.0,4.67,4.62,2.37
10473,0.3,Ideal,E,VS2,62.0,55.0,4.25,4.3,2.65
10474,0.91,Very Good,E,SI2,58.5,60.0,6.31,6.34,3.7
10475,1.0,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96
10476,1.05,Ideal,G,VS1,62.8,58.0,6.44,6.48,4.06
10477,0.91,Fair,H,SI1,64.7,56.0,6.1,6.07,3.94
10478,0.71,Very Good,I,SI1,62.9,59.0,5.66,5.7,3.57
10479,0.3,Ideal,E,VVS1,61.2,57.0,4.33,4.36,2.66
10480,0.92,Very Good,E,VS1,60.9,61.0,6.22,6.25,3.8
10481,0.52,Premium,F,VS2,61.8,59.0,5.15,5.11,3.17
10482,0.55,Ideal,F,VS2,61.7,57.0,5.29,5.24,3.25
10483,0.9,Very Good,H,SI2,59.5,63.0,6.26,6.31,3.74
10484,1.13,Very Good,E,SI2,59.4,62.0,6.78,6.83,4.04
10485,0.23,Ideal,G,SI1,62.1,53.0,3.93,3.96,2.45
10486,1.02,Very Good,D,SI2,60.9,61.0,6.47,6.53,3.96
10487,1.03,Ideal,F,I1,61.0,56.0,6.58,6.52,3.99
10488,0.63,Fair,H,SI2,64.7,61.0,5.33,5.27,3.43
10489,2.3,Ideal,J,SI1,62.3,57.0,8.41,8.34,5.22
10490,0.51,Good,D,VS2,58.0,60.0,5.26,5.29,3.06
10491,0.34,Ideal,H,VS2,61.4,57.0,4.48,4.55,2.77
10492,0.54,Premium,F,SI2,61.2,60.0,5.26,5.16,3.19
10493,0.92,Very Good,F,SI1,63.5,58.0,6.16,6.12,3.9
10494,1.16,Fair,F,VS1,57.8,67.0,6.97,6.84,3.99
10495,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51
10496,1.13,Premium,I,SI2,59.9,57.0,6.8,6.76,4.06
10497,0.59,Fair,F,VS2,64.4,56.0,5.31,5.28,3.41
10498,0.31,Ideal,D,VVS2,61.9,55.0,4.39,4.36,2.71
10499,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99
10500,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54
10501,1.2,Very Good,I,SI1,62.8,57.0,6.7,6.74,4.22
10502,0.97,Premium,I,VS2,62.2,56.0,6.34,6.29,3.94
10503,1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37
10504,2.15,Very Good,J,SI1,62.4,60.0,8.18,8.24,5.12
10505,1.06,Ideal,G,SI2,62.2,57.0,6.51,6.49,4.04
10506,0.7,Ideal,H,VVS1,60.9,57.0,5.7,5.78,3.5
10507,2.11,Premium,J,SI2,60.7,60.0,8.2,8.27,5.0
10508,1.26,Ideal,J,SI1,62.0,56.0,6.9,6.93,4.29
10509,1.1,Very Good,H,SI1,62.5,56.0,6.56,6.63,4.12
10510,0.3,Ideal,E,SI2,62.1,55.0,4.3,4.33,2.68
10511,0.7,Ideal,F,SI1,62.1,56.0,5.67,5.65,3.51
10512,1.02,Good,E,SI2,64.3,58.0,6.36,6.26,4.06
10513,0.58,Ideal,F,VS2,61.5,57.0,5.34,5.39,3.3
10514,1.04,Fair,G,SI2,65.2,57.0,6.25,6.23,4.07
10515,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08
10516,1.2,Good,G,SI2,63.6,54.0,6.75,6.71,4.28
10517,0.5,Ideal,D,SI2,62.4,56.0,5.06,5.1,3.17
10518,0.78,Ideal,G,SI1,61.7,56.0,5.9,5.93,3.65
10519,0.23,Ideal,F,VVS2,61.0,57.0,3.98,4.02,2.44
10520,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0
10521,0.9,Very Good,F,SI1,62.6,57.0,6.16,6.2,3.87
10522,0.9,Very Good,F,SI2,63.0,56.0,6.09,6.16,3.86
10523,2.01,Ideal,I,SI1,61.9,56.0,8.16,8.08,5.03
10524,0.3,Very Good,G,VS1,63.3,56.0,4.3,4.26,2.71
10525,1.02,Very Good,E,SI1,63.2,61.0,6.37,6.31,4.01
10526,0.31,Ideal,H,VS2,62.2,55.0,4.39,4.36,2.72
10527,0.34,Very Good,G,VS1,61.2,57.0,4.5,4.54,2.76
10528,0.44,Ideal,H,IF,61.5,56.0,4.89,4.93,3.02
10529,0.51,Ideal,E,SI1,59.6,57.0,5.2,5.24,3.11
10530,1.0,Premium,G,VS1,61.9,60.0,6.39,6.31,3.93
10531,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69
10532,1.1,Ideal,D,VVS2,62.0,57.0,6.62,6.57,4.09
10533,0.9,Very Good,I,VS2,62.8,52.0,6.19,6.23,3.9
10534,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52
10535,1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08
10536,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54
10537,0.31,Premium,J,VS2,62.7,58.0,4.34,4.3,2.71
10538,1.11,Ideal,E,VS2,62.2,56.0,6.59,6.66,4.12
10539,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.76,3.49
10540,1.11,Ideal,H,VVS2,61.2,56.0,6.74,6.7,4.11
10541,0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68
10542,0.54,Good,G,VS2,63.2,55.0,5.15,5.2,3.27
10543,0.7,Good,F,VS1,57.8,61.0,5.83,5.79,3.36
10544,0.5,Premium,E,VS2,62.7,59.0,5.02,5.06,3.16
10545,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89
10546,0.74,Good,F,VVS1,58.4,60.0,6.03,6.06,3.53
10547,0.4,Ideal,H,VVS1,62.1,57.0,4.68,4.72,2.92
10548,0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87
10549,1.01,Very Good,I,VS1,61.7,59.0,6.45,6.51,4.0
10550,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71
10551,0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15
10552,0.41,Ideal,E,SI1,62.1,54.0,4.76,4.81,2.97
10553,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67
10554,0.77,Good,I,SI1,62.3,55.0,5.88,5.93,3.68
10555,0.45,Ideal,G,IF,61.0,57.0,4.96,5.0,3.04
10556,1.01,Ideal,G,VS2,60.4,61.0,6.45,6.5,3.91
10557,1.01,Premium,J,SI2,61.7,58.0,6.44,6.4,3.96
10558,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16
10559,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69
10560,0.54,Very Good,E,VS2,61.2,58.0,5.21,5.28,3.21
10561,1.11,Ideal,F,VS2,61.8,56.0,6.66,6.7,4.13
10562,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33
10563,0.71,Ideal,D,SI2,61.6,56.0,5.78,5.82,3.57
10564,0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0
10565,0.71,Ideal,I,VS2,62.1,57.0,5.72,5.64,3.53
10566,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5
10567,0.33,Ideal,H,IF,62.0,55.0,4.46,4.48,2.77
10568,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97
10569,0.41,Ideal,F,IF,61.3,56.0,4.76,4.77,2.92
10570,0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66
10571,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24
10572,0.52,Ideal,D,VS2,62.0,56.0,5.17,5.19,3.21
10573,2.16,Premium,I,VS2,58.7,60.0,8.54,8.5,5.0
10574,0.33,Very Good,I,IF,62.0,58.0,4.44,4.46,2.76
10575,0.5,Good,H,VVS1,63.3,57.0,5.02,5.06,3.19
10576,1.0,Premium,F,SI2,62.9,59.0,6.39,6.3,3.99
10577,0.26,Very Good,F,VVS2,60.0,59.0,4.11,4.15,2.48
10578,0.35,Premium,E,VVS1,61.0,58.0,4.56,4.52,2.77
10579,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28
10580,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94
10581,0.5,Very Good,G,VVS2,63.4,57.0,5.1,5.06,3.22
10582,1.21,Ideal,E,VS2,60.3,60.0,6.92,6.88,4.16
10583,1.55,Very Good,E,SI1,62.4,58.0,7.36,7.42,4.61
10584,0.51,Ideal,G,VVS1,62.3,55.0,5.14,5.1,3.19
10585,1.04,Premium,G,VS2,61.0,59.0,6.53,6.42,3.95
10586,2.0,Very Good,E,SI2,59.5,58.0,8.17,8.27,4.89
10587,0.4,Ideal,F,SI2,62.8,55.0,4.7,4.73,2.96
10588,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88
10589,1.2,Ideal,G,SI1,62.7,56.0,6.78,6.83,4.27
10590,1.2,Very Good,F,VVS2,62.9,59.0,6.72,6.76,4.24
10591,0.23,Ideal,G,IF,61.7,55.0,3.94,3.98,2.44
10592,0.56,Premium,I,VVS1,60.6,59.0,5.29,5.33,3.22
10593,1.06,Ideal,H,SI1,62.2,57.0,6.56,6.49,4.06
10594,1.16,Good,H,SI1,64.2,58.6,6.61,6.66,4.26
10595,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59
10596,0.9,Very Good,D,SI1,62.1,60.0,6.11,6.19,3.82
10597,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64
10598,0.28,Very Good,E,VS1,58.9,58.0,4.27,4.32,2.53
10599,0.9,Good,F,SI1,63.1,58.0,6.12,6.18,3.88
10600,0.32,Ideal,F,VS2,61.5,55.0,4.42,4.4,2.71
10601,0.34,Ideal,F,VS2,60.8,57.0,4.51,4.54,2.75
10602,0.52,Ideal,G,VS1,61.1,55.0,5.15,5.19,3.16
10603,1.01,Very Good,F,SI2,60.8,63.0,6.38,6.32,3.86
10604,1.5,Premium,F,SI1,62.2,58.0,7.34,7.29,4.55
10605,0.38,Ideal,E,VVS2,62.4,56.0,4.69,4.63,2.91
10606,0.5,Very Good,D,VS2,60.8,56.0,5.14,5.16,3.13
10607,1.01,Good,I,SI1,63.6,55.0,6.39,6.31,4.04
10608,1.04,Ideal,J,SI2,60.4,57.0,6.55,6.6,3.97
10609,0.96,Good,G,SI1,56.6,63.0,6.52,6.39,3.67
10610,1.27,Very Good,G,VS2,60.3,59.0,6.97,7.09,4.24
10611,0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68
10612,0.26,Very Good,E,VVS2,59.9,58.0,4.15,4.23,2.51
10613,0.23,Very Good,D,VVS1,61.7,59.0,3.94,3.97,2.44
10614,0.63,Premium,E,VS1,60.5,57.0,5.58,5.53,3.36
10615,0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94
10616,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02
10617,0.74,Premium,F,VS2,61.7,58.0,5.85,5.78,3.59
10618,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63
10619,0.71,Premium,I,VS1,61.9,59.0,5.71,5.67,3.52
10620,1.01,Ideal,G,SI1,61.4,57.0,6.44,6.5,3.97
10621,1.0,Ideal,E,SI1,61.4,58.0,6.41,6.43,3.94
10622,0.77,Ideal,D,SI1,62.5,56.0,5.86,5.91,3.68
10623,1.0,Good,F,SI1,63.8,58.0,6.28,6.22,3.99
10624,1.02,Premium,G,SI1,61.7,58.0,6.47,6.37,3.96
10625,0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83
10626,0.33,Premium,E,SI1,60.4,59.0,4.43,4.47,2.69
10627,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56
10628,1.13,Ideal,F,SI2,62.3,57.0,6.67,6.61,4.14
10629,0.74,Fair,F,VS2,64.6,55.0,5.74,5.66,3.68
10630,0.34,Premium,H,VS1,61.6,59.0,4.49,4.54,2.78
10631,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3
10632,1.0,Fair,D,SI2,65.6,66.0,6.1,6.01,3.97
10633,1.02,Very Good,E,VVS1,60.2,60.0,6.39,6.54,3.89
10634,0.51,Premium,H,VS1,62.5,58.0,5.12,5.09,3.19
10635,0.3,Premium,G,VVS1,61.7,58.0,4.26,4.3,2.64
10636,0.57,Very Good,D,SI1,59.8,60.0,5.4,5.34,3.21
10637,0.7,Ideal,F,VS2,62.3,55.0,5.71,5.65,3.54
10638,0.42,Ideal,G,VVS2,62.7,56.0,4.77,4.74,2.98
10639,1.16,Premium,G,SI2,62.0,59.0,6.74,6.62,4.14
10640,0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54
10641,0.3,Ideal,I,VVS2,62.1,56.0,4.29,4.31,2.67
10642,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87
10643,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21
10644,0.7,Very Good,E,SI1,63.9,57.0,5.55,5.66,3.58
10645,1.26,Ideal,G,VS1,61.9,55.0,6.96,6.91,4.29
10646,0.33,Premium,F,VS2,62.1,59.0,4.45,4.4,2.75
10647,0.92,Premium,H,SI1,60.7,59.0,6.34,6.25,3.82
10648,0.9,Very Good,F,SI1,63.0,61.0,6.09,6.14,3.85
10649,0.33,Ideal,G,IF,61.0,57.0,4.45,4.48,2.72
10650,1.04,Good,F,SI2,64.0,60.0,6.38,6.33,4.07
10651,0.4,Very Good,I,VVS2,63.7,58.0,4.64,4.68,2.97
10652,1.1,Premium,F,SI2,62.0,59.0,6.62,6.6,4.1
10653,0.38,Ideal,E,VVS1,61.9,56.0,4.67,4.64,2.88
10654,2.01,Good,D,SI2,59.9,65.0,8.07,8.0,4.81
10655,0.75,Premium,G,SI1,59.1,59.0,5.98,5.9,3.51
10656,2.01,Premium,G,VS2,61.4,58.0,8.11,7.99,4.94
10657,0.73,Fair,E,VVS2,57.4,59.0,5.99,5.95,3.43
10658,1.06,Premium,I,SI1,61.9,59.0,6.5,6.52,4.03
10659,0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66
10660,0.7,Premium,E,SI1,60.0,59.0,5.75,5.79,3.46
10661,1.2,Ideal,I,SI1,61.5,60.0,6.85,6.8,4.2
10662,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96
10663,1.02,Ideal,G,VVS2,62.1,54.0,6.54,6.51,4.05
10664,0.82,Premium,F,SI2,59.7,57.0,6.14,6.12,3.66
10665,0.3,Ideal,G,VS2,62.3,56.0,4.27,4.3,2.67
10666,1.01,Good,G,SI2,64.5,61.0,6.24,6.31,4.05
10667,2.53,Premium,J,SI2,62.6,57.0,8.77,8.67,5.46
10668,0.61,Premium,I,VS1,60.0,61.0,5.53,5.5,3.31
10669,0.32,Ideal,F,VS2,62.2,55.0,4.35,4.37,2.71
10670,0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47
10671,1.21,Premium,G,SI2,59.1,55.0,7.04,6.98,4.14
10672,0.57,Ideal,G,VS2,61.8,57.0,5.32,5.3,3.28
10673,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72
10674,0.3,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68
10675,1.1,Ideal,J,SI1,62.2,55.0,6.62,6.65,4.13
10676,0.33,Ideal,G,VS1,61.9,56.0,4.44,4.48,2.76
10677,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8
10678,0.34,Ideal,E,VVS2,60.8,58.0,4.51,4.53,2.75
10679,1.13,Ideal,G,VVS2,60.7,57.0,6.74,6.81,4.11
10680,1.01,Ideal,D,SI1,62.4,54.0,6.52,6.38,4.03
10681,0.7,Very Good,D,VS2,63.2,60.0,5.61,5.56,3.53
10682,0.61,Good,E,SI1,61.3,61.0,5.4,5.44,3.32
10683,0.47,Ideal,H,IF,61.9,56.0,4.99,5.02,3.1
10684,1.2,Very Good,F,VS2,62.9,55.0,6.75,6.8,4.26
10685,1.56,Ideal,I,VS2,62.5,57.0,7.4,7.36,4.63
10686,0.74,Very Good,J,SI2,59.1,58.0,5.93,5.99,3.52
10687,0.35,Ideal,F,SI1,61.5,54.0,4.54,4.6,2.81
10688,0.33,Ideal,F,VVS1,62.6,54.0,4.44,4.47,2.79
10689,0.4,Very Good,E,SI1,62.0,61.0,4.67,4.71,2.91
10690,1.0,Premium,E,VS2,61.5,58.0,6.42,6.39,3.94
